Date,Year,Month,DayOfWeek,SportID,SportName,Strain,AvgHeartRate,MaxHeartRate,Duration_Minutes,Calories,StartTime,EndTime
29/04/2025,2025,4,Tuesday,52,Hiking/Rucking,12.3817,131,169,52,479,2025-04-29T23:24:00.540Z,2025-04-30T00:16:29.775Z
29/04/2025,2025,4,Tuesday,63,Ice Skating,5.2406,105,139,27,111,2025-04-29T10:21:00.364Z,2025-04-29T10:47:59.201Z
28/04/2025,2025,4,Monday,45,Weightlifting,4.8345,94,134,42,91,2025-04-28T19:43:08.551Z,2025-04-28T20:24:59.551Z
28/04/2025,2025,4,Monday,34,Tennis,13.8945,136,176,67,662,2025-04-28T15:33:00.468Z,2025-04-28T16:40:29.995Z
26/04/2025,2025,4,Saturday,63,Ice Skating,6.9144,102,147,67,273,2025-04-26T20:48:30.491Z,2025-04-26T21:55:54.355Z
24/04/2025,2025,4,Thursday,45,Weightlifting,6.8866,99,161,83,263,2025-04-24T21:44:30.888Z,2025-04-24T23:07:20.888Z
24/04/2025,2025,4,Thursday,34,Tennis,12.9151,135,167,61,596,2025-04-24T14:16:30.770Z,2025-04-24T15:17:59.245Z
23/04/2025,2025,4,Wednesday,45,Weightlifting,4.5571,86,128,79,119,2025-04-23T22:22:47.378Z,2025-04-23T23:42:04.378Z
23/04/2025,2025,4,Wednesday,34,Tennis,13.5775,136,170,70,678,2025-04-23T19:09:00.104Z,2025-04-23T20:19:29.138Z
22/04/2025,2025,4,Tuesday,45,Weightlifting,5.5913,89,153,108,212,2025-04-22T23:37:08.000Z,2025-04-23T01:25:11.044Z
22/04/2025,2025,4,Tuesday,34,Tennis,13.4072,137,168,61,617,2025-04-22T17:31:30.049Z,2025-04-22T18:32:59.477Z
20/04/2025,2025,4,Sunday,-1,Unknown,9.2165,132,171,33,299,2025-04-21T01:33:00.445Z,2025-04-21T02:05:59.758Z
20/04/2025,2025,4,Sunday,-1,Unknown,11.9909,144,180,28,325,2025-04-21T00:31:30.037Z,2025-04-21T00:59:59.208Z
20/04/2025,2025,4,Sunday,34,Tennis,10.4753,140,167,32,342,2025-04-20T22:24:00.157Z,2025-04-20T22:56:04.676Z
20/04/2025,2025,4,Sunday,30,Soccer,12.9324,133,173,67,605,2025-04-20T21:03:00.634Z,2025-04-20T22:10:29.778Z
20/04/2025,2025,4,Sunday,45,Weightlifting,3.2055,76,103,36,44,2025-04-20T20:17:45.348Z,2025-04-20T20:53:24.348Z
19/04/2025,2025,4,Saturday,34,Tennis,16.3568,137,170,112,1143,2025-04-19T21:36:00.245Z,2025-04-19T23:28:29.570Z
19/04/2025,2025,4,Saturday,34,Tennis,15.5518,144,177,73,840,2025-04-19T20:09:00.360Z,2025-04-19T21:22:29.866Z
19/04/2025,2025,4,Saturday,52,Hiking/Rucking,5.7553,103,148,41,152,2025-04-19T14:57:13.070Z,2025-04-19T15:38:23.000Z
18/04/2025,2025,4,Friday,34,Tennis,13.7961,132,166,79,739,2025-04-18T21:55:30.563Z,2025-04-18T23:14:59.547Z
18/04/2025,2025,4,Friday,34,Tennis,8.4135,131,163,30,266,2025-04-18T21:09:00.928Z,2025-04-18T21:38:59.471Z
18/04/2025,2025,4,Friday,34,Tennis,12.7807,122,159,96,691,2025-04-18T18:13:30.850Z,2025-04-18T19:49:29.039Z
17/04/2025,2025,4,Thursday,34,Tennis,16.4905,139,175,110,1143,2025-04-17T23:43:30.409Z,2025-04-18T01:33:00.876Z
17/04/2025,2025,4,Thursday,45,Weightlifting,0,0,0,125,0,2025-04-17T21:20:30.000Z,2025-04-17T23:25:50.089Z
16/04/2025,2025,4,Wednesday,45,Weightlifting,6.8392,100,156,80,263,2025-04-16T20:58:55.159Z,2025-04-16T22:18:49.159Z
15/04/2025,2025,4,Tuesday,45,Weightlifting,6.8573,96,148,92,283,2025-04-15T20:32:57.454Z,2025-04-15T22:05:04.454Z
14/04/2025,2025,4,Monday,45,Weightlifting,4.3703,75,133,86,125,2025-04-14T20:57:22.229Z,2025-04-14T22:22:53.229Z
12/04/2025,2025,4,Saturday,34,Tennis,16.4407,146,173,88,1037,2025-04-12T21:18:00.173Z,2025-04-12T22:46:26.928Z
11/04/2025,2025,4,Friday,45,Weightlifting,4.6598,86,124,48,91,2025-04-11T20:59:50.683Z,2025-04-11T21:47:53.683Z
10/04/2025,2025,4,Thursday,45,Weightlifting,6.1637,92,147,91,223,2025-04-10T22:23:20.495Z,2025-04-10T23:53:51.495Z
08/04/2025,2025,4,Tuesday,34,Tennis,13.9122,141,174,61,654,2025-04-08T17:34:30.246Z,2025-04-08T18:35:59.627Z
07/04/2025,2025,4,Monday,45,Weightlifting,8.5277,103,164,89,344,2025-04-07T23:08:43.801Z,2025-04-08T00:38:11.801Z
07/04/2025,2025,4,Monday,34,Tennis,14.2316,130,178,85,737,2025-04-07T17:19:30.593Z,2025-04-07T18:44:59.913Z
06/04/2025,2025,4,Sunday,45,Weightlifting,8.2188,104,157,100,378,2025-04-06T14:40:30.173Z,2025-04-06T16:20:59.000Z
05/04/2025,2025,4,Saturday,45,Weightlifting,4.6025,82,130,93,146,2025-04-05T17:02:49.694Z,2025-04-05T18:36:06.694Z
04/04/2025,2025,4,Friday,34,Tennis,12.8217,134,166,69,641,2025-04-04T14:00:00.591Z,2025-04-04T15:08:59.883Z
03/04/2025,2025,4,Thursday,45,Weightlifting,5.1614,89,143,79,158,2025-04-03T21:27:18.894Z,2025-04-03T22:46:34.894Z
02/04/2025,2025,4,Wednesday,45,Weightlifting,6.5834,96,151,84,251,2025-04-02T21:26:48.511Z,2025-04-02T22:50:29.511Z
01/04/2025,2025,4,Tuesday,45,Weightlifting,6.5086,102,147,64,220,2025-04-01T21:48:10.094Z,2025-04-01T22:52:13.094Z
01/04/2025,2025,4,Tuesday,34,Tennis,13.854,131,171,79,706,2025-04-01T17:21:00.499Z,2025-04-01T18:39:45.102Z
31/03/2025,2025,3,Monday,45,Weightlifting,7.0146,96,157,104,280,2025-03-31T22:01:04.000Z,2025-03-31T23:44:40.637Z
31/03/2025,2025,3,Monday,34,Tennis,13.1761,137,173,61,597,2025-03-31T17:31:30.309Z,2025-03-31T18:32:59.802Z
30/03/2025,2025,3,Sunday,34,Tennis,17.0981,142,173,120,1270,2025-03-30T19:51:00.908Z,2025-03-30T21:50:59.795Z
30/03/2025,2025,3,Sunday,45,Weightlifting,5.2051,92,146,70,146,2025-03-30T16:38:21.220Z,2025-03-30T17:48:44.220Z
26/03/2025,2025,3,Wednesday,34,Tennis,15.1088,142,176,84,908,2025-03-27T00:09:00.908Z,2025-03-27T01:32:59.065Z
26/03/2025,2025,3,Wednesday,45,Weightlifting,4.3014,78,134,94,130,2025-03-26T21:10:23.056Z,2025-03-26T22:44:27.056Z
25/03/2025,2025,3,Tuesday,34,Tennis,13.9194,132,171,84,757,2025-03-25T23:43:30.842Z,2025-03-26T01:07:29.042Z
24/03/2025,2025,3,Monday,34,Tennis,14.2147,139,170,76,779,2025-03-25T00:19:30.917Z,2025-03-25T01:35:59.227Z
24/03/2025,2025,3,Monday,45,Weightlifting,4.6503,85,168,83,133,2025-03-24T22:25:04.151Z,2025-03-24T23:48:10.151Z
23/03/2025,2025,3,Sunday,34,Tennis,11.4169,123,166,69,492,2025-03-23T14:12:00.246Z,2025-03-23T15:20:59.612Z
22/03/2025,2025,3,Saturday,45,Weightlifting,4.9247,87,141,85,153,2025-03-22T17:11:23.944Z,2025-03-22T18:35:59.944Z
21/03/2025,2025,3,Friday,45,Weightlifting,7.5266,112,152,52,276,2025-03-21T20:42:41.215Z,2025-03-21T21:35:06.215Z
21/03/2025,2025,3,Friday,34,Tennis,11.863,130,173,63,526,2025-03-21T13:03:00.859Z,2025-03-21T14:05:59.713Z
20/03/2025,2025,3,Thursday,45,Weightlifting,4.9055,96,134,46,99,2025-03-20T20:28:41.794Z,2025-03-20T21:14:51.794Z
19/03/2025,2025,3,Wednesday,45,Weightlifting,6.5782,100,156,82,241,2025-03-19T21:17:05.589Z,2025-03-19T22:39:32.589Z
18/03/2025,2025,3,Tuesday,45,Weightlifting,4.4488,85,127,60,95,2025-03-18T21:15:17.867Z,2025-03-18T22:15:33.867Z
18/03/2025,2025,3,Tuesday,34,Tennis,10.4156,139,176,34,349,2025-03-18T13:31:30.068Z,2025-03-18T14:05:59.769Z
17/03/2025,2025,3,Monday,45,Weightlifting,5.9843,97,150,76,198,2025-03-17T21:11:15.201Z,2025-03-17T22:27:22.201Z
16/03/2025,2025,3,Sunday,63,Ice Skating,6.4073,119,165,27,172,2025-03-16T21:13:41.067Z,2025-03-16T21:40:36.046Z
16/03/2025,2025,3,Sunday,45,Weightlifting,5.0965,90,148,94,163,2025-03-16T17:26:04.808Z,2025-03-16T18:59:44.808Z
16/03/2025,2025,3,Sunday,34,Tennis,9.3937,126,162,51,386,2025-03-16T13:13:30.082Z,2025-03-16T14:04:29.859Z
15/03/2025,2025,3,Saturday,45,Weightlifting,5.3023,91,143,74,167,2025-03-15T15:10:03.794Z,2025-03-15T16:23:48.794Z
13/03/2025,2025,3,Thursday,34,Tennis,16.6425,141,169,112,1192,2025-03-14T00:24:00.847Z,2025-03-14T02:16:29.179Z
13/03/2025,2025,3,Thursday,45,Weightlifting,7.1957,120,158,34,225,2025-03-13T20:27:00.320Z,2025-03-13T21:01:29.995Z
12/03/2025,2025,3,Wednesday,45,Weightlifting,4.1249,83,117,36,50,2025-03-12T21:40:26.250Z,2025-03-12T22:16:40.250Z
11/03/2025,2025,3,Tuesday,34,Tennis,15.5273,133,171,120,1091,2025-03-11T23:13:30.320Z,2025-03-12T01:13:23.745Z
11/03/2025,2025,3,Tuesday,45,Weightlifting,5.771,101,149,42,155,2025-03-11T21:52:22.607Z,2025-03-11T22:34:11.607Z
10/03/2025,2025,3,Monday,34,Tennis,13.5414,145,165,54,618,2025-03-11T00:19:30.013Z,2025-03-11T01:13:38.249Z
10/03/2025,2025,3,Monday,45,Weightlifting,4.0127,94,122,5,11,2025-03-10T22:25:46.380Z,2025-03-10T22:30:51.380Z
09/03/2025,2025,3,Sunday,45,Weightlifting,0,0,0,36,0,2025-03-09T15:31:04.019Z,2025-03-09T16:06:42.019Z
06/03/2025,2025,3,Thursday,45,Weightlifting,6.8218,107,153,55,229,2025-03-06T23:35:30.775Z,2025-03-07T00:30:15.775Z
04/03/2025,2025,3,Tuesday,45,Weightlifting,6.6231,100,150,69,232,2025-03-04T17:04:30.840Z,2025-03-04T18:13:29.202Z
27/02/2025,2025,2,Thursday,45,Weightlifting,8.6181,121,184,40,294,2025-02-27T22:31:30.116Z,2025-02-27T23:11:59.304Z
26/02/2025,2025,2,Wednesday,45,Weightlifting,4.8258,95,145,30,87,2025-02-26T21:50:34.502Z,2025-02-26T22:20:39.502Z
26/02/2025,2025,2,Wednesday,34,Tennis,13.1551,139,172,57,579,2025-02-26T13:07:30.580Z,2025-02-26T14:04:29.682Z
25/02/2025,2025,2,Tuesday,45,Weightlifting,5.2666,91,141,61,142,2025-02-26T00:53:33.630Z,2025-02-26T01:54:14.630Z
25/02/2025,2025,2,Tuesday,34,Tennis,13.2089,141,171,54,578,2025-02-25T17:40:30.860Z,2025-02-25T18:34:29.454Z
24/02/2025,2025,2,Monday,45,Weightlifting,6.4542,97,152,91,246,2025-02-24T23:02:17.369Z,2025-02-25T00:33:16.369Z
24/02/2025,2025,2,Monday,34,Tennis,13.8026,142,174,57,619,2025-02-24T15:37:30.810Z,2025-02-24T16:34:29.178Z
23/02/2025,2025,2,Sunday,45,Weightlifting,5.5938,89,139,117,227,2025-02-23T20:08:58.981Z,2025-02-23T22:05:30.981Z
22/02/2025,2025,2,Saturday,34,Tennis,12.1402,128,166,75,616,2025-02-22T18:54:00.582Z,2025-02-22T20:08:59.445Z
21/02/2025,2025,2,Friday,45,Weightlifting,4.1578,86,124,24,38,2025-02-21T21:15:41.512Z,2025-02-21T21:39:46.512Z
21/02/2025,2025,2,Friday,34,Tennis,15.1094,139,173,84,878,2025-02-21T10:36:00.245Z,2025-02-21T11:59:59.211Z
20/02/2025,2025,2,Thursday,45,Weightlifting,6.0642,95,145,73,214,2025-02-20T20:28:29.626Z,2025-02-20T21:41:02.626Z
20/02/2025,2025,2,Thursday,34,Tennis,12.5968,131,172,61,547,2025-02-20T14:12:00.243Z,2025-02-20T15:13:29.732Z
19/02/2025,2025,2,Wednesday,45,Weightlifting,6.8155,95,153,104,283,2025-02-19T22:08:58.382Z,2025-02-19T23:52:32.382Z
18/02/2025,2025,2,Tuesday,45,Weightlifting,8.1523,104,159,95,352,2025-02-18T22:10:42.224Z,2025-02-18T23:46:01.224Z
18/02/2025,2025,2,Tuesday,34,Tennis,10.763,135,169,37,353,2025-02-18T17:39:00.661Z,2025-02-18T18:16:29.963Z
17/02/2025,2025,2,Monday,45,Weightlifting,4.7314,87,137,82,132,2025-02-17T20:50:20.398Z,2025-02-17T22:11:55.398Z
16/02/2025,2025,2,Sunday,34,Tennis,11.2035,122,161,72,516,2025-02-16T14:12:00.788Z,2025-02-16T15:23:59.938Z
12/02/2025,2025,2,Wednesday,45,Weightlifting,4.029,73,116,27,37,2025-02-13T00:29:08.276Z,2025-02-13T00:56:37.276Z
11/02/2025,2025,2,Tuesday,34,Tennis,12.7461,134,169,63,587,2025-02-11T17:36:00.772Z,2025-02-11T18:38:59.467Z
10/02/2025,2025,2,Monday,45,Weightlifting,5.6615,92,148,108,211,2025-02-10T22:35:07.800Z,2025-02-11T00:23:09.800Z
10/02/2025,2025,2,Monday,34,Tennis,13.9679,144,174,58,657,2025-02-10T15:06:00.699Z,2025-02-10T16:04:29.356Z
09/02/2025,2025,2,Sunday,99,Unknown,13.1746,130,164,87,749,2025-02-09T18:49:30.477Z,2025-02-09T20:16:29.402Z
09/02/2025,2025,2,Sunday,45,Weightlifting,6.0515,92,134,105,226,2025-02-09T16:23:09.743Z,2025-02-09T18:08:09.743Z
08/02/2025,2025,2,Saturday,34,Tennis,11.7426,132,165,61,544,2025-02-08T14:01:30.113Z,2025-02-08T15:02:59.368Z
07/02/2025,2025,2,Friday,45,Weightlifting,5.567,95,134,74,175,2025-02-07T21:09:49.089Z,2025-02-07T22:23:39.000Z
07/02/2025,2025,2,Friday,34,Tennis,12.2309,136,166,51,499,2025-02-07T14:27:00.279Z,2025-02-07T15:17:59.137Z
06/02/2025,2025,2,Thursday,45,Weightlifting,5.9532,99,144,54,179,2025-02-06T21:34:43.574Z,2025-02-06T22:28:27.574Z
06/02/2025,2025,2,Thursday,34,Tennis,12.3648,136,163,57,561,2025-02-06T14:37:30.683Z,2025-02-06T15:34:29.084Z
05/02/2025,2025,2,Wednesday,45,Weightlifting,4.6793,83,143,45,98,2025-02-05T21:42:43.210Z,2025-02-05T22:27:16.210Z
04/02/2025,2025,2,Tuesday,45,Weightlifting,5.9641,96,146,69,192,2025-02-04T21:46:40.483Z,2025-02-04T22:55:31.483Z
03/02/2025,2025,2,Monday,45,Weightlifting,5.3205,95,145,54,140,2025-02-03T22:04:43.435Z,2025-02-03T22:59:04.435Z
03/02/2025,2025,2,Monday,34,Tennis,10.0684,141,166,28,308,2025-02-03T17:39:00.462Z,2025-02-03T18:07:29.495Z
02/02/2025,2025,2,Sunday,45,Weightlifting,6.025,93,138,109,227,2025-02-02T17:56:57.823Z,2025-02-02T19:45:29.823Z
31/01/2025,2025,1,Friday,45,Weightlifting,4.3425,87,136,36,62,2025-01-31T21:23:35.159Z,2025-01-31T21:59:56.159Z
31/01/2025,2025,1,Friday,34,Tennis,12.0579,127,167,73,585,2025-01-31T14:33:00.442Z,2025-01-31T15:46:29.916Z
30/01/2025,2025,1,Thursday,45,Weightlifting,8.0399,94,161,120,371,2025-01-30T21:27:22.243Z,2025-01-30T23:27:31.243Z
30/01/2025,2025,1,Thursday,34,Tennis,11.2983,124,173,70,507,2025-01-30T14:33:00.958Z,2025-01-30T15:43:29.732Z
29/01/2025,2025,1,Wednesday,45,Weightlifting,4.8829,88,135,76,142,2025-01-29T21:55:19.366Z,2025-01-29T23:11:08.366Z
29/01/2025,2025,1,Wednesday,52,Hiking/Rucking,7.1325,105,154,75,283,2025-01-29T18:39:49.424Z,2025-01-29T19:54:29.268Z
28/01/2025,2025,1,Tuesday,45,Weightlifting,4.305,91,130,24,49,2025-01-28T20:58:04.593Z,2025-01-28T21:21:34.593Z
28/01/2025,2025,1,Tuesday,34,Tennis,11.9089,127,167,76,598,2025-01-28T16:09:00.383Z,2025-01-28T17:25:29.425Z
27/01/2025,2025,1,Monday,45,Weightlifting,10.4608,114,160,93,503,2025-01-27T21:49:31.997Z,2025-01-27T23:22:31.997Z
27/01/2025,2025,1,Monday,34,Tennis,12.0457,135,165,60,556,2025-01-27T17:04:30.468Z,2025-01-27T18:04:29.403Z
26/01/2025,2025,1,Sunday,34,Tennis,7.8672,127,159,34,262,2025-01-26T14:45:00.952Z,2025-01-26T15:19:29.587Z
25/01/2025,2025,1,Saturday,45,Weightlifting,7.1154,115,153,43,237,2025-01-25T22:49:30.328Z,2025-01-25T23:32:59.310Z
25/01/2025,2025,1,Saturday,34,Tennis,15.6148,139,169,106,1086,2025-01-25T12:13:30.600Z,2025-01-25T13:59:59.420Z
24/01/2025,2025,1,Friday,45,Weightlifting,9.0797,107,158,101,409,2025-01-24T21:32:11.136Z,2025-01-24T23:13:08.136Z
23/01/2025,2025,1,Thursday,34,Tennis,15.0922,133,170,117,1017,2025-01-24T00:25:30.775Z,2025-01-24T02:22:47.862Z
23/01/2025,2025,1,Thursday,34,Tennis,11.8546,139,161,49,499,2025-01-23T20:37:30.825Z,2025-01-23T21:26:59.312Z
22/01/2025,2025,1,Wednesday,45,Weightlifting,4.2722,83,128,69,101,2025-01-22T21:01:55.180Z,2025-01-22T22:10:53.180Z
21/01/2025,2025,1,Tuesday,34,Tennis,13.335,134,169,72,654,2025-01-21T16:37:30.540Z,2025-01-21T17:49:29.654Z
20/01/2025,2025,1,Monday,45,Weightlifting,6.2205,98,142,83,231,2025-01-20T21:21:51.063Z,2025-01-20T22:44:37.063Z
20/01/2025,2025,1,Monday,34,Tennis,14.8474,140,176,84,869,2025-01-20T16:27:00.328Z,2025-01-20T17:50:59.322Z
19/01/2025,2025,1,Sunday,45,Weightlifting,5.7736,95,142,97,214,2025-01-19T14:23:35.832Z,2025-01-19T16:00:58.832Z
18/01/2025,2025,1,Saturday,34,Tennis,15.6788,141,177,88,935,2025-01-18T16:01:30.798Z,2025-01-18T17:29:59.831Z
17/01/2025,2025,1,Friday,0,Activity,4.2802,106,140,8,28,2025-01-17T23:00:35.888Z,2025-01-17T23:08:16.747Z
16/01/2025,2025,1,Thursday,45,Weightlifting,6.0151,96,150,104,231,2025-01-16T21:23:09.598Z,2025-01-16T23:07:03.598Z
16/01/2025,2025,1,Thursday,34,Tennis,12.7694,135,165,64,606,2025-01-16T14:01:30.604Z,2025-01-16T15:05:59.858Z
15/01/2025,2025,1,Wednesday,34,Tennis,12.5673,131,172,69,597,2025-01-15T14:06:00.584Z,2025-01-15T15:14:59.965Z
14/01/2025,2025,1,Tuesday,45,Weightlifting,4.8646,112,147,15,71,2025-01-14T23:21:00.661Z,2025-01-14T23:35:59.467Z
13/01/2025,2025,1,Monday,45,Weightlifting,6.7375,99,142,113,292,2025-01-13T21:29:53.357Z,2025-01-13T23:23:06.357Z
11/01/2025,2025,1,Saturday,45,Weightlifting,7.7446,114,168,55,291,2025-01-11T22:28:17.248Z,2025-01-11T23:23:34.248Z
09/01/2025,2025,1,Thursday,45,Weightlifting,6.9492,101,147,94,295,2025-01-09T21:19:01.597Z,2025-01-09T22:53:26.597Z
08/01/2025,2025,1,Wednesday,45,Weightlifting,6.6732,102,156,68,239,2025-01-08T21:47:22.917Z,2025-01-08T22:55:26.917Z
08/01/2025,2025,1,Wednesday,34,Tennis,11.8695,136,169,49,475,2025-01-08T14:06:00.842Z,2025-01-08T14:55:29.337Z
07/01/2025,2025,1,Tuesday,45,Weightlifting,7.7845,105,154,82,300,2025-01-07T20:54:59.834Z,2025-01-07T22:17:17.834Z
06/01/2025,2025,1,Monday,34,Tennis,14.3287,130,169,103,877,2025-01-06T19:55:30.045Z,2025-01-06T21:38:59.115Z
04/01/2025,2025,1,Saturday,89,Mixed Martial Arts,5.154,116,149,16,93,2025-01-04T12:13:30.089Z,2025-01-04T12:29:59.257Z
03/01/2025,2025,1,Friday,0,Activity,4.9744,99,140,35,96,2025-01-03T19:58:19.813Z,2025-01-03T20:32:52.443Z
03/01/2025,2025,1,Friday,63,Ice Skating,4.9518,109,149,18,79,2025-01-03T16:07:30.913Z,2025-01-03T16:25:29.497Z
01/01/2025,2025,1,Wednesday,-1,Unknown,10.7028,132,191,34,313,2025-01-01T09:27:00.503Z,2025-01-01T10:01:29.231Z
31/12/2024,2024,12,Tuesday,-1,Unknown,12.9528,136,173,61,604,2024-12-31T23:58:30.577Z,2025-01-01T00:59:59.104Z
30/12/2024,2024,12,Monday,45,Weightlifting,8.5577,110,154,83,381,2024-12-30T20:56:29.260Z,2024-12-30T22:19:12.260Z
30/12/2024,2024,12,Monday,63,Ice Skating,5.1902,118,145,15,94,2024-12-30T16:37:30.295Z,2024-12-30T16:52:29.115Z
28/12/2024,2024,12,Saturday,-1,Unknown,8.503,139,164,22,232,2024-12-28T06:52:30.111Z,2024-12-28T07:14:59.755Z
27/12/2024,2024,12,Friday,45,Weightlifting,4.664,92,135,41,84,2024-12-27T13:56:05.175Z,2024-12-27T14:37:24.175Z
26/12/2024,2024,12,Thursday,45,Weightlifting,6.7038,97,146,100,282,2024-12-26T20:38:24.824Z,2024-12-26T22:18:44.000Z
24/12/2024,2024,12,Tuesday,45,Weightlifting,5.37,89,141,83,182,2024-12-24T20:45:33.550Z,2024-12-24T22:08:38.550Z
21/12/2024,2024,12,Saturday,45,Weightlifting,8.7054,103,155,125,425,2024-12-21T16:44:24.152Z,2024-12-21T18:49:27.152Z
20/12/2024,2024,12,Friday,45,Weightlifting,4.8996,93,124,55,109,2024-12-20T21:48:53.890Z,2024-12-20T22:44:10.890Z
20/12/2024,2024,12,Friday,34,Tennis,13.3553,142,167,57,609,2024-12-20T14:07:30.362Z,2024-12-20T15:04:29.405Z
19/12/2024,2024,12,Thursday,45,Weightlifting,6.9331,102,143,83,256,2024-12-19T21:57:53.917Z,2024-12-19T23:21:18.917Z
19/12/2024,2024,12,Thursday,0,Activity,12.2934,150,174,33,405,2024-12-19T21:12:36.999Z,2024-12-19T21:45:11.680Z
19/12/2024,2024,12,Thursday,34,Tennis,12.2817,132,169,61,550,2024-12-19T15:01:30.016Z,2024-12-19T16:02:59.460Z
18/12/2024,2024,12,Wednesday,34,Tennis,12.5891,136,165,60,575,2024-12-18T14:01:30.361Z,2024-12-18T15:01:29.443Z
17/12/2024,2024,12,Tuesday,45,Weightlifting,4.1245,90,120,12,23,2024-12-17T21:08:31.200Z,2024-12-17T21:20:25.200Z
16/12/2024,2024,12,Monday,34,Tennis,15.5098,136,166,115,1106,2024-12-16T20:58:30.641Z,2024-12-16T22:53:59.515Z
14/12/2024,2024,12,Saturday,45,Weightlifting,6.6977,111,144,46,217,2024-12-14T21:18:00.210Z,2024-12-14T22:04:29.918Z
13/12/2024,2024,12,Friday,45,Weightlifting,9.1829,116,147,78,440,2024-12-13T21:37:30.845Z,2024-12-13T22:55:29.518Z
13/12/2024,2024,12,Friday,34,Tennis,14.6712,140,172,81,842,2024-12-13T16:22:30.596Z,2024-12-13T17:43:29.994Z
12/12/2024,2024,12,Thursday,45,Weightlifting,4.3376,90,131,35,57,2024-12-12T21:11:11.446Z,2024-12-12T21:46:11.446Z
10/12/2024,2024,12,Tuesday,45,Weightlifting,5.8157,98,144,76,185,2024-12-10T20:59:29.161Z,2024-12-10T22:15:18.161Z
09/12/2024,2024,12,Monday,45,Weightlifting,5.0208,93,133,66,134,2024-12-09T22:43:34.215Z,2024-12-09T23:50:03.215Z
09/12/2024,2024,12,Monday,0,Activity,4.0322,85,123,14,22,2024-12-09T20:50:52.035Z,2024-12-09T21:05:01.839Z
08/12/2024,2024,12,Sunday,0,Activity,4.0948,115,134,2,14,2024-12-08T18:39:50.966Z,2024-12-08T18:42:19.263Z
08/12/2024,2024,12,Sunday,45,Weightlifting,7.2121,100,153,103,305,2024-12-08T16:16:21.833Z,2024-12-08T17:58:58.833Z
07/12/2024,2024,12,Saturday,45,Weightlifting,10.1808,116,160,85,485,2024-12-07T19:49:25.109Z,2024-12-07T21:14:26.109Z
06/12/2024,2024,12,Friday,45,Weightlifting,5.81,99,145,66,180,2024-12-06T20:33:28.002Z,2024-12-06T21:39:31.002Z
06/12/2024,2024,12,Friday,34,Tennis,13.2965,134,163,75,691,2024-12-06T13:49:30.321Z,2024-12-06T15:04:29.230Z
05/12/2024,2024,12,Thursday,45,Weightlifting,6.7878,100,139,96,254,2024-12-05T21:37:14.192Z,2024-12-05T23:13:17.192Z
05/12/2024,2024,12,Thursday,34,Tennis,14.4144,141,172,70,745,2024-12-05T14:07:30.319Z,2024-12-05T15:17:40.837Z
04/12/2024,2024,12,Wednesday,45,Weightlifting,6.0697,91,154,107,243,2024-12-04T13:57:47.261Z,2024-12-04T15:44:19.261Z
03/12/2024,2024,12,Tuesday,45,Weightlifting,4.2348,82,120,77,104,2024-12-03T20:12:59.845Z,2024-12-03T21:29:55.845Z
02/12/2024,2024,12,Monday,45,Weightlifting,6.2138,96,150,102,245,2024-12-02T20:50:24.000Z,2024-12-02T22:32:46.022Z
01/12/2024,2024,12,Sunday,45,Weightlifting,4.3614,84,130,68,101,2024-12-01T19:23:04.681Z,2024-12-01T20:30:58.681Z
01/12/2024,2024,12,Sunday,34,Tennis,13.18,141,169,57,605,2024-12-01T14:07:30.748Z,2024-12-01T15:04:29.149Z
30/11/2024,2024,11,Saturday,45,Weightlifting,12.5947,121,162,114,778,2024-11-30T18:24:00.064Z,2024-11-30T20:17:59.737Z
30/11/2024,2024,11,Saturday,63,Ice Skating,5.4311,112,141,22,112,2024-11-30T14:12:00.699Z,2024-11-30T14:34:29.411Z
29/11/2024,2024,11,Friday,45,Weightlifting,4.4793,84,136,71,115,2024-11-29T09:43:43.445Z,2024-11-29T10:54:46.445Z
28/11/2024,2024,11,Thursday,34,Tennis,14.3295,142,171,70,766,2024-11-28T14:52:30.188Z,2024-11-28T16:02:59.931Z
27/11/2024,2024,11,Wednesday,45,Weightlifting,6.6768,102,145,78,253,2024-11-27T20:41:30.145Z,2024-11-27T21:59:02.145Z
27/11/2024,2024,11,Wednesday,34,Tennis,13.1641,142,172,51,551,2024-11-27T14:13:30.951Z,2024-11-27T15:04:29.780Z
25/11/2024,2024,11,Monday,34,Tennis,15.197,135,163,106,1017,2024-11-25T22:07:30.681Z,2024-11-25T23:53:59.515Z
25/11/2024,2024,11,Monday,45,Weightlifting,8.646,108,158,82,360,2024-11-25T20:42:05.082Z,2024-11-25T22:04:29.082Z
23/11/2024,2024,11,Saturday,52,Hiking/Rucking,5.9076,126,151,16,127,2024-11-24T02:42:00.575Z,2024-11-24T02:58:29.759Z
23/11/2024,2024,11,Saturday,63,Ice Skating,4.9737,108,145,19,81,2024-11-23T15:58:30.911Z,2024-11-23T16:17:59.802Z
22/11/2024,2024,11,Friday,45,Weightlifting,6.7167,103,140,75,250,2024-11-22T21:12:14.003Z,2024-11-22T22:26:45.003Z
22/11/2024,2024,11,Friday,34,Tennis,13.1569,135,168,67,643,2024-11-22T13:55:30.372Z,2024-11-22T15:02:59.345Z
21/11/2024,2024,11,Thursday,45,Weightlifting,6.905,108,148,59,246,2024-11-21T19:42:23.517Z,2024-11-21T20:41:14.517Z
21/11/2024,2024,11,Thursday,34,Tennis,11.4312,132,164,58,522,2024-11-21T15:03:00.889Z,2024-11-21T16:01:29.653Z
